sku,brand,name,short_description,description,rrp,price
WZ-3C,LUUS,LUUS WZ-3C,3 Chimney Burner 330mm Compact Wok with air cooling & 1/4 turn water tap,"Waterless Wok

110 mj 24 jet chimney burners with pilot & FFD
333mm diameter standard size cast-iron wok ring
Air gap cooling system
Quarter turn water control lever
Folding rear laundry arm with front panel controls
Wider front gutter design for easier cleaning
Internal front heat shield panel
Supplied with waste strainer
Zinc-aluminium Alloy burner handles

Heavy duty construction
Full skirt, enamelled cast-iron rings
1.5mm 304 stainless steel one-piece pressed deck
0.9mm 304 stainless steel condiment shelf
Splashback and front cover 1.2 mm 304 stainless steel
Integrated hob 1.5mm 304 stainless steel
Side panels 1.2mm 304 stainless steel
Undertrays 0.9mm stainless steel
Stainless steel removable legs
30mm height adjustment range

1800mm x 800mm x 1300mm H
Working height 800mm
Weight 240kg
Packed dimensions 1850mm x 900mm x 1470mm H
Packed weight 280kg

Gas 3/4” BSP female
Gas 121/721/1321mm from right, 84mm from rear, 425m to floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 61mm from right, 81mm to rear, 408mm to floor
Drain 1/1/4” BSP male
Drain 122mm from left, 83mm from rear, 590mm to floor
Cleaning & Servicing

Easy access to all parts & components from front

Knee lever timer tap
Replace Chimney burners with Duckbill or Dual Ring burners
250mm and 500mm wide clip on shelves (front)
Wok Holder
Clip On Sauce Holder
Injector Cleaning Tool
Joining caps & strips
RH and LH side shields
Rear castors","10,854.00","8,140.50"
WZ-17C,LUUS,LUUS WZ-17C,1 Duckbill Burner 420mm Compact Wok with air cooling & 1/4 turn water tap,"Waterless Wok

90 mj 24 jet chimney burners with pilot & FFD
405mm diameter standard size cast-iron wok ring
Air gap cooling system
Quarter turn water control lever
Folding rear laundry arm with front panel controls
Wider front gutter design for easier cleaning
Internal front heat shield panel
Supplied with waste strainer
Zinc-aluminium Alloy burner handles

Heavy duty construction
Full skirt, enamelled cast-iron rings
1.5mm 304 stainless steel one-piece pressed deck
0.9mm 304 stainless steel condiment shelf
Splashback and front cover 1.2 mm 304 stainless steel
Integrated hob 1.5mm 304 stainless steel
Side panels 1.2mm 304 stainless steel
Undertrays 0.9mm stainless steel
Stainless steel removable legs
30mm height adjustment range

650mm x 800mm x 1300mm H
Working height 800mm
Weight 95kg
Packed dimensions 710mm x 900mm x 1460mm H
Packed weight 123kg

Gas 3/4” BSP Female
Gas 61mm from right, 84mm from rear, 425m to floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 140mm from right, 81mm to rear, 408mm to floor
Drain 1/1/4” BSP male
Drain 122mm from right, 83mm from rear, 590mm to floor
Cleaning & Servicing

Easy access to all parts & components from front

Knee lever timer tap
Replace Duckbill burner with Chimney Dual Ring burner (110mj)
Replace Standard Duckbill burner with High Output 28 inj
Duckbill burner (145MJ)
250mm and 500mm wide clip on shelves (front)
Wok Holder
Clip On Sauce Holder
Injector Cleaning Tool
Joining caps & strips
RH and LH side shields
Rear castors","5,346.00","4,009.50"
WZ-1SP,LUUS,LUUS WZ-1SP,"1 Duckbill Burner 330mm Compact Stockpot Boiler with air cooling, 1/4 turn water tap & trivet","1 Hole Freestanding Stockpot
Space saving 800mm depth
Suitable for use with Luus 165lt stockpot
1 x 18 jet 90mj/h Duckbill Burner
Includes Pilot Lights and Flame Failure device
Suitable for pots up to 600mm in diameter
Compact; space saving size
Standard with adjustable Duckbill Burner
Duckbill burners ideal for high heat
Clean, simple, functional design
Robust cast iron trivet with wok shaped contours
Low working height for ease of use
Internal shield to contain heat
Zinc-aluminium Alloy Burner handle
Heavy duty stainless steel construction
Enamelled cast iron trivet
Air gap design eliminates need for water cooling
Cast iron trivet aids airflow and burner combustion
Height adjustable stainless steel legs
Easy to clean and service
Concealed ring lip prevents water from entering air gap
Optional Chimney Burners no additional cost
15 month 'Platinum Warranty'
Power: 90mj
Dimensions: 600 x 600 x 1300mm[h]
Weight: 85kg","5,022.00","3,766.50"
WZ-2SP,LUUS,LUUS WZ-2SP,"2 Duckbill Burner 330mm Compact Stockpot with air cooling, 1/4 turn water tap & trivet","2 Hole Freestanding Stockpot
Space saving 800mm depth
Suitable for use with Luus 165lt stockpot
2 x 18 jet 90mj/h Duckbill Burner
Includes Pilot Lights and Flame Failure device
Suitable for pots up to 600mm in diameter
Compact; space saving size
Standard with adjustable Duckbill Burner
Duckbill burners ideal for high heat
Clean, simple, functional design
Robust cast iron trivet with wok shaped contours
Low working height for ease of use
Internal shield to contain heat
Zinc-aluminium Alloy Burner handle
Heavy duty stainless steel construction
Enamelled cast iron trivet
Air gap design eliminates need for water cooling
Cast iron trivet aids airflow and burner combustion
Height adjustable stainless steel legs
Easy to clean and service
Concealed ring lip prevents water from entering air gap
Optional Chimney Burners no additional cost
15 month 'Platinum Warranty'
Power: 180mj
Dimensions: 1200 x 600 x 1300mm[h]
Weight: 160kg","8,748.00","6,561.00"
NC-45,LUUS,LUUS NC-45,"6 Basket Noodle Cooker with thermostat control, drain and overflow system","Noodle Cooker

63 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
35 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 4 Basket, 1 Soup Pot Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

450mm x 800mm x 1100mm H
Working height 900mm
Weight 74kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 94kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 225mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","6,642.00","4,981.50"
NC-45-A,LUUS,LUUS NC-45-A,"4 Basket 1 Soup Pot Noodle Cooker with thermostat control, drain and overflow system","Noodle Cooker

63 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
35 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 2 Basket, 2 Soup Pot Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

450mm x 800mm x 1100mm H
Working height 900mm
Weight 74kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 94kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 225mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","6,642.00","4,981.50"
NC-45-B,LUUS,LUUS NC-45-B,"2 Basket 2 Soup Pot Noodle Cooker with thermostat control, drain and overflow system","Noodle Cooker

63 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
35 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 2 Basket, 2 Soup Pot Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

450mm x 800mm x 1100mm H
Working height 900mm
Weight 74kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 94kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 225mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","6,642.00","4,981.50"
NC-45-C,LUUS,LUUS NC-45-C,"3 Soup Pot Cooker with thermostat control, drain and overflow system","Noodle Cooker

63 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
35 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 3 Basket Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

450mm x 800mm x 1100mm H
Working height 900mm
Weight 74kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 94kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 225mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","6,642.00","4,981.50"
NC-60,LUUS,LUUS NC-60,"9 Basket Noodle Cooker with thermostat control, drain and overflow system","Noodle Cooker

78 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
50 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 6 Basket 2 Soup Pot Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

600mm x 800mm x 1100mm H
Working height 900mm
Weight 84kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 104kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 300mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","8,748.00","6,561.00"
NC-60-A,LUUS,LUUS NC-60-A,"6 Basket 2 Soup Pot Noodle Cooker with thermostat control, drain and overflow system","Noodle Cooker

78 mj jet burner with pilot, FFD and piezo ignition
Adjustable thermostat accurately controls water temp
Water purifying overflow system to remove excess starch
High temperature cut-out safety mechanism
Marine grade 1.5mm 316 stainless steel tank
50 litre tank capacity
Tank filter insert 0.9mm 304 stainless steel
Drain back basket stand 1.2mm 304 stainless steel
Rear laundry arm with controls located on front panel
Includes 6 Basket 2 Soup Pot Noodle Cooker 304 perforated stainless steel
Safety release tank drainage valve at bottom of unit
Overall Construction

Heavy duty construction
Constructed 0.9mm 304 stainless steel door
Fiberfrax Durablanket insulation on both sides of tank
Welded 1.2mm 304 stainless steel front hob
Front and side panels 0.9mm 304 stainless steel
Splashback 1.2 mm 304 stainless steel
Includes rear castors and stainless steel legs (front)
Dimensions

600mm x 800mm x 1100mm H
Working height 900mm
Weight 84kg
Packed dimensions 640mm x 860mm x 1260mm H
Packed weight 104kg
Connections

Gas 3/4” BSP male
Gas 180mm from right, 70mm from rear, 150mm from floor
Supplied with gas regulator (specify Nat or LP on order)
Water inlet 1/2” copper tube
Water 60mm from left, 70 mm from rear, 80mm from floor
Drain 1” BSP male
Drain 300mm from left, 210mm from front, 220mm floor
Cleaning & Servicing

Easy access to all parts & components from front
Removable baskets and inserts
Options/Accessories

Additional noodle baskets
Joining caps
RH and LH side shields","8,748.00","6,561.00"
FSP-45,LUUS,LUUS FSP-45,1 Duckbill Burner Freestanding Stockpot,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus FSP-45 90mj Duckbill Burner Stockpot Boiler.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>1 Hole 450mm Freestanding Stockpot</li><li>1 x 18 jet 90mj/h Duckbill Burner</li><li>Suitable for pots up to 450mm in diameter</li><li>Compact; space saving size</li><li> Standard with adjustable Duckbill Burner </li><li>Clean, simple, functional design</li><li>Robust cast iron trivet with wok shaped contours</li><li>Low working height for ease of use</li><li>Internal shield to contain heat</li><li>Zinc-aluminium Alloy Burner handle</li><li>Heavy duty stainless steel construction</li><li>Enamelled cast iron trivet</li><li>Height adjustable stainless steel legs</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 90mj</li><li>Dimensions: 450 x 600 x 530mm[h]</li><li>Weight: 45Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Freestanding Stockpot Boiler range is brilliant in its simplicity. Compact and sturdy, they are engineered to operate without the need for a flue or cooling system. A heavy duty one piece cast iron trivet paired with the flexibility of a duckbill or round burner allows for all day slow cooking and simmering of stocks, soups, and sauces.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","3,348.00","2,511.00"
FSP-60,LUUS,LUUS FSP-60,1 Duckbill Burner Freestanding Stockpot,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus FSP-60 90mj Duckbill Burner Stockpot Boiler.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>1 Hole 600mm Freestanding Stockpot</li><li>1 x 18 jet 90mj/h Duckbill Burner</li><li>Suitable for pots up to 600mm in diameter</li><li>Compact; space saving size</li><li> Standard with adjustable Duckbill Burner </li><li>Clean, simple, functional design</li><li>Robust cast iron trivet with wok shaped contours</li><li>Low working height for ease of use</li><li>Internal shield to contain heat</li><li>Zinc-aluminium Alloy Burner handle</li><li>Heavy duty stainless steel construction</li><li>Enamelled cast iron trivet</li><li>Height adjustable stainless steel legs</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 90mj</li><li>Dimensions: 600 x 600 x 530mm[h]</li><li>Weight: 50Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Freestanding Stockpot Boiler range is brilliant in its simplicity. Compact and sturdy, they are engineered to operate without the need for a flue or cooling system. A heavy duty one piece cast iron trivet paired with the flexibility of a duckbill or round burner allows for all day slow cooking and simmering of stocks, soups, and sauces.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","4,104.00","3,078.00"
FSP-90,LUUS,LUUS FSP-90,2 Duckbill Burners Freestanding Stockpot,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus FSP-90 2 90mj Duckbill Burner Stockpot Boiler.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>2 Hole 900mm Freestanding Stockpot</li><li>2 x 18 jet 90mj/h Duckbill Burners</li><li>Suitable for 2 x pots up to 450mm in diameter</li><li>Compact; space saving size</li><li> Standard with adjustable Duckbill Burner </li><li>Clean, simple, functional design</li><li>Robust cast iron trivet with wok shaped contours</li><li>Low working height for ease of use</li><li>Internal shield to contain heat</li><li>Zinc-aluminium Alloy Burner handle</li><li>Heavy duty stainless steel construction</li><li>Enamelled cast iron trivet</li><li>Height adjustable stainless steel legs</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 180mj</li><li>Dimensions: 900 x 600 x 530mm[h]</li><li>Weight: 85Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Freestanding Stockpot Boiler range is brilliant in its simplicity. Compact and sturdy, they are engineered to operate without the need for a flue or cooling system. A heavy duty one piece cast iron trivet paired with the flexibility of a duckbill or round burner allows for all day slow cooking and simmering of stocks, soups, and sauces.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","5,940.00","4,455.00"
FSP-120,LUUS,LUUS FSP-120,2 Duckbill Burner Freestanding Stockpot,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus FSP-120 2 90mj Duckbill Burner Stockpot Boiler.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>2 Hole 1200mm Freestanding Stockpot</li><li>2 x 18 jet 90mj/h Duckbill Burner</li><li>Suitable for 2 x pots up to 600mm in diameter</li><li>Compact; space saving size</li><li> Standard with adjustable Duckbill Burner </li><li>Clean, simple, functional design</li><li>Robust cast iron trivet with wok shaped contours</li><li>Low working height for ease of use</li><li>Internal shield to contain heat</li><li>Zinc-aluminium Alloy Burner handle</li><li>Heavy duty stainless steel construction</li><li>Enamelled cast iron trivet</li><li>Height adjustable stainless steel legs</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 180mj</li><li>Dimensions: 1200 x 600 x 530mm[h]</li><li>Weight: 95Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Freestanding Stockpot Boiler range is brilliant in its simplicity. Compact and sturdy, they are engineered to operate without the need for a flue or cooling system. A heavy duty one piece cast iron trivet paired with the flexibility of a duckbill or round burner allows for all day slow cooking and simmering of stocks, soups, and sauces.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","7,344.00","5,508.00"
CS-6P-T,LUUS,LUUS CS-6P-T,600mm Teppanyaki Grill with legs & shelf,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus CS-6P-T 600mm Teppanyaki Grill.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>2 x 18mj Stainless Steel Tube Burners</li><li>590mm x 540mm mild steel</li><li>16mm thick mild steel teppanyaki plate</li><li>Lowered splashback to maximise cooking visibility</li><li>Chrome and ribbed plate finishes optional</li><li>Modular Professional series design</li><li>Variable flame control valve with low flame setting</li><li>Top weld sealed hotplate sections</li><li>Heavy duty construction</li><li>Griddle oil bin 1.2mm stainless steel</li><li>Available freestanding or as a benchtop model</li><li>Stainless steel legs with 55mm height adjustment range</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 36 mj</li><li>Dimensions: 600 x 800 x 940mm[h]</li><li>Weight: 77Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>Available in 600, 900 and 1200 wide models, as a benchtop or with a stand. 16mm mild steel plate for greater heat distribution throughout the cooking surface. Low splashback profile design to maximise viewing during teppanyaki style cooking and restaurant theatrics.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","6,264.00","4,698.00"
CS-9P-T,LUUS,LUUS CS-9P-T,900mm Teppanyaki Grill with legs & shelf,"<a class=""specsheet"" href=""{{media url=""PDFSpecs/Luus CS-9P-T 900mm Teppanyaki Grill.pdf""}}"" target=""_blank"">Download PDF Specs</a> <br> <br><div><li>3 x 18mj Stainless Steel Tube Burners</li><li>590mm x 540mm mild steel</li><li>16mm thick mild steel teppanyaki plate</li><li>Lowered splashback to maximise cooking visibility</li><li>Chrome and ribbed plate finishes optional</li><li>Modular Professional series design</li><li>Variable flame control valve with low flame setting</li><li>Top weld sealed hotplate sections</li><li>Heavy duty construction</li><li>Griddle oil bin 1.2mm stainless steel</li><li>Available freestanding or as a benchtop model</li><li>Stainless steel legs with 55mm height adjustment range</li><li>Easy to clean and service</li><li>15 month 'Platinum Warranty'</li><li>Power: 54 mj</li><li>Dimensions: 900 x 800 x 940mm[h]</li><li>Weight: 110Kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>Available in 600, 900 and 1200 wide models, as a benchtop or with a stand. 16mm mild steel plate for greater heat distribution throughout the cooking surface. Low splashback profile design to maximise viewing during teppanyaki style cooking and restaurant theatrics.</p><p>The extensive Asian cooking equipment range is expertly engineered and locally built using only the highest quality materials and components. The breadth of products, variety of combinations, options, and ability to customise makes Luus the leading Asian kitchen specialist in Australia.</p><p>In 1998, Luus Industries was created from engineer Don Luu's passion to build, innovate and improve. Housed within the purpose built facility in Melbourne's West, they're proudly committed to the growth of manufacturing in Melbourne. Their agile approach to the entire design and manufacturing process allows them to build products tailored towards the Australian market.</p></div>","7,765.00","5,823.75"
